FULL_STUDENT_NAME,Exam_ID,St_ID,Final_RESULT
Ahmed Elsayed,42,28736,16.67
Ahmed Elsayed,252,28736,40
Ahmed Elsayed,1470,28736,40
Amr Khalifa,75,28737,40.91
Amr Khalifa,97,28737,40.91
Amr Khalifa,455,28737,31.82
Sara Adel,555,28738,27.27
Sara Adel,1413,28738,40
Farah Shalaby,123,28739,45.45
Farah Shalaby,160,28739,45
Hana Tawfik,1168,28740,29.17
Mohamed Gamal,279,28741,29.17
Mostafa Khalifa,275,28742,35
Mostafa Khalifa,295,28742,37.5
Mostafa Khalifa,1226,28742,45
Amr Samir,1197,28743,45
Malak Khalifa,1232,28744,45.83
Sherif Mahmoud,450,28745,45
Sherif Mahmoud,1017,28745,30
Sherif Mahmoud,1458,28745,33.33
Amr Mansour,30,28746,37.5
Amr Mansour,289,28746,40.91
Amr Mansour,964,28746,45.83
Fatima Fahmy,897,28747,45.45
Walid Hassan,623,28748,35
Walid Hassan,1367,28748,41.67
Aya Adel,413,28749,37.5
Aya Adel,488,28749,37.5
Aya Adel,971,28749,31.82
Ahmed Fouad,147,28750,25
Ahmed Fouad,1128,28750,27.27
Ahmed Adel,743,28751,45
Karim Elmasry,1076,28752,50
Menna Khalifa,577,28753,36.36
Menna Khalifa,776,28753,30
Menna Khalifa,782,28753,37.5
Tarek Adel,897,28754,31.82
Tarek Adel,1149,28754,40
Tarek Adel,1470,28754,50
Hana Mansour,955,28755,44.44
Sara Samir,83,28756,36.36
Sara Samir,1248,28756,27.27
Salma Elmasry,1208,28757,22.22
Salma Elmasry,1417,28757,35
Aya Mahmoud,288,28758,50
Aya Mahmoud,833,28758,29.17
Aya Mahmoud,1305,28758,45.45
Farah Tawfik,267,28759,30
Farah Tawfik,310,28759,45
Farah Tawfik,1098,28759,50
Sherif Elmasry,172,28760,45.45
Sherif Elmasry,877,28760,45.45
Jana Ali,682,28761,36.36
Khaled Adel,59,28762,37.5
Salma Hassan,455,28763,36.36
Jana Tawfik,890,28764,35
Omar Mahmoud,784,28765,45.45
Omar Mahmoud,1000,28765,41.67
Omar Mahmoud,1117,28765,35
Ali Kamel,1468,28766,41.67
Ali Shalaby,467,28767,44.44
Ali Shalaby,856,28767,40.91
Mahmoud Gamal,762,28768,37.5
Mahmoud Gamal,1194,28768,33.33
Mahmoud Gamal,1457,28768,27.27
Fatima Hassan,1114,28769,40
Fatima Hassan,1287,28769,40.91
Esraa Hassan,76,28770,35
Esraa Hassan,1030,28770,40
Habiba Shalaby,243,28771,33.33
Habiba Shalaby,1169,28771,33.33
Yara Ali,57,28772,45
Yara Ali,387,28772,33.33
Yara Ali,975,28772,41.67
Ibrahim Gamal,94,28773,33.33
Ibrahim Gamal,1389,28773,33.33
Ahmed Fahmy,52,28774,27.27
Ahmed Fahmy,393,28774,29.17
Mohamed Mansour,299,28775,40.91
Malak Fahmy,461,28776,25
Malak Fahmy,608,28776,38.89
Walid Tawfik,55,28777,44.44
Jana Samir,177,28778,37.5
Jana Samir,196,28778,40
Jana Samir,840,28778,29.17
Sherif Mahmoud,586,28779,44.44
Sherif Mahmoud,932,28779,40
Mariam Hassan,134,28780,50
Mariam Hassan,1078,28780,40
Nour Mahmoud,729,28781,30
Nour Mahmoud,791,28781,35
Tarek Mahmoud,52,28782,36.36
Tarek Mahmoud,1230,28782,33.33
Aya Tawfik,1253,28783,40.91
Walid Elsayed,1368,28784,41.67
Yara Khalifa,1114,28785,40
Mariam Fouad,227,28786,40
Mariam Fouad,1219,28786,40.91
Mariam Fouad,1397,28786,25
Hana Ali,272,28787,35
Yara Adel,138,28788,45.83
Youssef Gamal,300,28789,38.89
Youssef Gamal,392,28789,37.5
Youssef Gamal,1158,28789,27.78
Yara Fahmy,182,28790,40.91
Amr Kamel,396,28791,36.36
Amr Kamel,1335,28791,35
Jana Hassan,367,28792,45.83
Jana Hassan,1058,28792,27.27
Jana Hassan,1320,28792,41.67
Mohamed Adel,782,28793,37.5
Mohamed Adel,1212,28793,40
Malak Ali,319,28794,45
Walid Elmasry,26,28795,36.36
Walid Elmasry,149,28795,38.89
Walid Elmasry,914,28795,40.91
Habiba Khalifa,1411,28796,41.67
Ahmed Fahmy,712,28797,38.89
Ahmed Fahmy,842,28797,37.5
Ahmed Fahmy,984,28797,36.36
Sherif Tawfik,25,28798,35
Sherif Tawfik,447,28798,35
Malak Shalaby,1130,28799,41.67
Jana Hassan,1056,28800,45
Jana Hassan,1445,28800,22.22
Jana Khalifa,34,28801,35
Youssef Fahmy,367,28802,33.33
Youssef Fahmy,585,28802,36.36
Youssef Fahmy,1406,28802,25
Omar Elmasry,45,28803,31.82
Omar Elmasry,513,28803,36.36
Omar Elmasry,1302,28803,35
Mohamed Mansour,396,28804,31.82
Mohamed Mansour,735,28804,40.91
Mohamed Fouad,158,28805,45.83
Mohamed Fouad,1217,28805,41.67
Hassan Mahmoud,475,28806,25
Hassan Mahmoud,602,28806,37.5
Hassan Mahmoud,1131,28806,45.45
Ali Fouad,640,28807,40
Jana Mahmoud,355,28808,38.89
Jana Mahmoud,1248,28808,36.36
Jana Mahmoud,1296,28808,33.33
Youssef Tawfik,273,28809,27.27
Youssef Tawfik,779,28809,35
Youssef Tawfik,1350,28809,40
Menna Tawfik,980,28810,40.91
Aya Shalaby,1201,28811,33.33
Aya Gamal,241,28812,38.89
Mariam Shalaby,455,28813,22.73
Mariam Shalaby,486,28813,40
Mariam Shalaby,900,28813,40
Ali Tawfik,370,28814,44.44
Ali Tawfik,557,28814,40
Ali Tawfik,791,28814,40
Menna Elmasry,693,28815,22.73
Menna Elmasry,777,28815,30
Khaled Adel,78,28816,33.33
Khaled Adel,267,28816,40
Khaled Adel,1048,28816,40.91
Sara Shalaby,966,28817,38.89
Sara Shalaby,1201,28817,50
Sara Shalaby,1313,28817,33.33
Hassan Fahmy,41,28818,38.89
Hassan Fahmy,424,28818,35
Hassan Fahmy,890,28818,35
Hana Mansour,153,28819,45.45
Hana Mansour,442,28819,38.89
Hana Mansour,598,28819,38.89
Jana Elsayed,349,28820,36.36
Amr Shalaby,322,28821,38.89
Omar Elmasry,477,28822,36.36
Omar Elmasry,1096,28822,44.44
Omar Elmasry,1353,28822,35
Mariam Gamal,206,28823,45.83
Mariam Gamal,525,28823,22.73
Mariam Gamal,1412,28823,22.22
Ibrahim Samir,6,28824,31.82
Ibrahim Samir,625,28824,37.5
Ibrahim Samir,934,28824,33.33
Sara Elsayed,1427,28825,33.33
Tarek Shalaby,36,28826,41.67
Tarek Shalaby,301,28826,33.33
Tarek Shalaby,772,28826,44.44
Farah Samir,170,28827,50
Khaled Adel,466,28828,27.78
Khaled Adel,1266,28828,44.44
Khaled Adel,1480,28828,33.33
Mohamed Shalaby,398,28829,38.89
Mohamed Shalaby,989,28829,45
Hassan Tawfik,77,28830,36.36
Hassan Tawfik,86,28830,40
Hassan Tawfik,403,28830,45.83
Ahmed Elmasry,359,28831,33.33
Esraa Hassan,393,28832,29.17
Jana Samir,39,28833,41.67
Jana Samir,1310,28833,33.33
Jana Samir,1450,28833,37.5
Hana Khalifa,1031,28834,45.83
Tarek Fahmy,989,28835,35
Tarek Gamal,182,28836,22.73
Tarek Gamal,435,28836,40.91
Ali Khalifa,563,28837,30
Ali Khalifa,1332,28837,40
Farah Gamal,1303,28838,37.5
Aya Adel,1089,28839,37.5
Aya Adel,1298,28839,22.73
Mostafa Fahmy,227,28840,30
Mostafa Fahmy,523,28840,45.45
Mostafa Fahmy,1368,28840,33.33
Tarek Kamel,75,28841,36.36
Farah Tawfik,401,28842,41.67
Farah Tawfik,696,28842,40.91
Hana Ali,568,28843,33.33
Hana Ali,703,28843,33.33
Habiba Mahmoud,945,28844,31.82
Sara Elmasry,450,28845,30
Habiba Fahmy,902,28846,50
Hana Fahmy,117,28847,16.67
Hana Fahmy,1301,28847,40.91
Mariam Tawfik,119,28848,25
Hana Mahmoud,263,28849,40
Hana Mahmoud,609,28849,50
Hana Mahmoud,661,28849,37.5
Yara Tawfik,381,28850,33.33
Yara Tawfik,1439,28850,36.36
Sara Adel,1169,28851,38.89
Khaled Tawfik,376,28852,22.22
Khaled Tawfik,399,28852,22.73
Khaled Tawfik,577,28852,36.36
Jana Tawfik,376,28853,44.44
Khaled Adel,5,28854,50
Tarek Mansour,234,28855,27.78
Tarek Mansour,921,28855,45
Ahmed Samir,906,28856,35
Ahmed Samir,962,28856,30
Amr Shalaby,303,28857,31.82
Amr Shalaby,523,28857,45.45
Amr Shalaby,1207,28857,27.27
Farah Shalaby,1191,28858,27.27
Farah Shalaby,1310,28858,37.5
Farah Shalaby,1008,28859,30
Hassan Hassan,510,28860,41.67
Hassan Hassan,1232,28860,37.5
Mostafa Samir,808,28861,29.17
Aya Mansour,23,28862,41.67
Aya Mansour,465,28862,25
Aya Mansour,1107,28862,45.83
Aya Elmasry,959,28863,27.27
Hassan Elmasry,1477,28864,31.82
Youssef Kamel,20,28865,37.5
Youssef Kamel,1258,28865,45
Youssef Kamel,1451,28865,31.82
Mohamed Khalifa,593,28866,22.73
Mohamed Khalifa,604,28866,36.36
Mohamed Khalifa,884,28866,22.22
Sherif Samir,412,28867,35
Sherif Samir,920,28867,50
Hassan Fouad,1486,28868,37.5
Nour Adel,338,28869,45.45
Hassan Tawfik,615,28870,40.91
Aya Fahmy,65,28871,45
Aya Fahmy,948,28871,31.82
Ali Ali,247,28872,41.67
Ali Ali,797,28872,44.44
Ali Ali,1316,28872,44.44
Sara Tawfik,230,28873,45.83
Sara Tawfik,675,28873,37.5
Sara Tawfik,1500,28873,37.5
Sara Samir,200,28874,37.5
Sara Samir,926,28874,45.45
Mostafa Mansour,732,28875,35
Mostafa Mansour,1073,28875,38.89
Mostafa Mansour,1199,28875,40.91
Hana Kamel,541,28876,40.91
Hana Kamel,894,28876,44.44
Hana Kamel,1105,28876,33.33
Omar Elmasry,299,28877,45.45
Omar Elmasry,474,28877,22.73
Omar Elmasry,747,28877,27.78
Nada Elsayed,248,28878,40
Nada Elsayed,1174,28878,40
Nada Elsayed,1357,28878,33.33
Esraa Shalaby,529,28879,50
Habiba Khalifa,226,28880,40
Habiba Khalifa,428,28880,37.5
Ali Mansour,95,28881,50
Karim Mahmoud,343,28882,29.17
Karim Mahmoud,682,28882,27.27
Tarek Fahmy,31,28883,30
Tarek Fahmy,358,28883,37.5
Mohamed Khalifa,370,28884,38.89
Sara Ali,223,28885,33.33
Farah Kamel,10,28886,37.5
Farah Kamel,195,28886,25
Farah Kamel,278,28886,44.44
Aya Samir,755,28887,27.27
Aya Samir,958,28887,38.89
Sherif Elsayed,616,28888,40
Sherif Elsayed,722,28888,35
Sherif Elsayed,1082,28888,37.5
Jana Tawfik,1047,28889,38.89
Aya Ali,238,28890,27.27
Aya Ali,1405,28890,40
Salma Kamel,1236,28891,40
Salma Kamel,1277,28891,38.89
Salma Kamel,1364,28891,37.5
Ahmed Kamel,204,28892,27.27
Ahmed Kamel,395,28892,41.67
Ahmed Kamel,1104,28892,36.36
Yara Fouad,393,28893,20.83
Yara Fouad,658,28893,36.36
Amr Samir,180,28894,37.5
Amr Samir,1305,28894,40.91
Sherif Tawfik,759,28895,45.45
Sherif Tawfik,1004,28895,27.27
Sherif Tawfik,1474,28895,40.91
Mostafa Adel,443,28896,45
Mostafa Adel,626,28896,35
Mostafa Adel,1083,28896,31.82
Mahmoud Samir,99,28897,50
Mahmoud Samir,1303,28897,37.5
Ahmed Adel,835,28898,44.44
Ahmed Adel,1122,28898,40.91
Ali Hassan,1395,28899,35
Ali Tawfik,239,28900,40.91
Ali Tawfik,359,28900,27.78
Ali Tawfik,1131,28900,27.27
Tarek Adel,944,28901,30
Tarek Adel,1288,28901,41.67
Mahmoud Shalaby,353,28902,41.67
Mahmoud Shalaby,1389,28902,33.33
Habiba Kamel,165,28903,18.18
Habiba Kamel,257,28903,41.67
Habiba Kamel,298,28903,38.89
Amr Kamel,843,28904,30
Amr Kamel,1284,28904,25
Ibrahim Kamel,1255,28905,27.78
Sherif Kamel,1280,28906,37.5
Omar Fouad,91,28907,25
Omar Fouad,1430,28907,25
Salma Fahmy,1076,28908,35
Sara Adel,727,28909,40
Sara Adel,833,28909,33.33
Sherif Khalifa,489,28910,37.5
Ibrahim Adel,620,28911,30
Mahmoud Mahmoud,407,28912,44.44
Mahmoud Mahmoud,748,28912,27.27
Mahmoud Mahmoud,1217,28912,37.5
Ahmed Fouad,952,28913,41.67
Ali Fahmy,123,28914,45.45
Ali Fahmy,680,28914,40
Hana Samir,822,28915,45.45
Hana Samir,1058,28915,50
Hana Samir,1110,28915,35
Omar Fahmy,1388,28916,33.33
Sara Gamal,1488,28917,38.89
Malak Hassan,47,28918,35
Malak Hassan,85,28918,27.78
Malak Hassan,1482,28918,37.5
Karim Fouad,94,28919,38.89
Karim Fouad,319,28919,40
Karim Fouad,1068,28919,45.45
Hassan Elmasry,136,28920,44.44
Hassan Elmasry,933,28920,11.11
Hassan Elmasry,1275,28920,27.78
Mahmoud Tawfik,1386,28921,37.5
Habiba Shalaby,448,28922,40.91
Khaled Tawfik,785,28923,41.67
Khaled Tawfik,1265,28923,50
Menna Shalaby,514,28924,45
Mahmoud Khalifa,288,28925,50
Mahmoud Khalifa,764,28925,44.44
Farah Fouad,119,28926,30
Jana Hassan,800,28927,40.91
Jana Hassan,888,28927,38.89
Jana Hassan,1468,28927,37.5
Tarek Shalaby,110,28928,35
Tarek Shalaby,667,28928,40
Tarek Shalaby,891,28928,45.83
Mostafa Fouad,1030,28929,25
Mostafa Fouad,1048,28929,40.91
Hassan Tawfik,821,28930,41.67
Salma Elsayed,769,28931,44.44
Salma Elsayed,1133,28931,40
Malak Kamel,153,28932,31.82
Malak Kamel,1450,28932,45.83
Mariam Khalifa,1080,28933,33.33
Mariam Hassan,450,28934,50
Mariam Hassan,667,28934,45
Farah Gamal,1086,28935,36.36
Farah Gamal,1494,28935,35
Aya Elmasry,100,28936,40
Fatima Tawfik,671,28937,29.17
Fatima Tawfik,1173,28937,20.83
Ali Mahmoud,417,28938,40
Walid Adel,830,28939,50
Mahmoud Elsayed,65,28940,35
Mahmoud Elsayed,954,28940,22.22
Mahmoud Elsayed,1177,28940,41.67
Salma Khalifa,522,28941,40.91
Salma Khalifa,729,28941,45
Salma Khalifa,947,28941,37.5
Amr Samir,15,28942,29.17
Amr Samir,138,28942,37.5
Amr Samir,456,28942,45
Farah Mansour,498,28943,40
Farah Mansour,535,28943,44.44
Farah Khalifa,180,28944,33.33
Farah Khalifa,1121,28944,31.82
Farah Khalifa,1483,28944,35
Ali Elmasry,275,28945,40
Ali Elmasry,694,28945,35
Farah Hassan,349,28946,31.82
Farah Hassan,677,28946,31.82
Ahmed Khalifa,1027,28947,30
Ahmed Khalifa,1123,28947,27.27
Mariam Mahmoud,5,28948,37.5
Mariam Mahmoud,1000,28948,33.33
Mariam Mahmoud,1130,28948,25
Menna Shalaby,34,28949,25
Menna Shalaby,575,28949,45.45
Menna Shalaby,1128,28949,40.91
Yara Mahmoud,1199,28950,31.82
Farah Hassan,994,28951,41.67
Walid Elmasry,526,28952,31.82
Walid Elmasry,1455,28952,31.82
Nada Elmasry,402,28953,33.33
Nada Elmasry,412,28953,40
Nada Elmasry,1283,28953,31.82
Farah Kamel,572,28954,38.89
Farah Kamel,805,28954,45.83
Farah Kamel,1132,28954,33.33
Ahmed Elsayed,120,28955,37.5
Ahmed Elsayed,366,28955,41.67
Esraa Mansour,113,28956,37.5
Esraa Mansour,281,28956,44.44
Sherif Mansour,1112,28957,37.5
Sherif Mansour,1223,28957,27.27
Nada Tawfik,594,28958,44.44
Nada Tawfik,698,28958,33.33
Nada Tawfik,1269,28958,37.5
Ali Hassan,1321,28959,36.36
Omar Samir,222,28960,33.33
Amr Mahmoud,748,28961,40.91
Amr Mahmoud,753,28961,38.89
Amr Mahmoud,1271,28961,27.27
Yara Khalifa,359,28962,44.44
Yara Khalifa,1219,28962,40.91
Yara Khalifa,1366,28962,29.17
Nour Shalaby,708,28963,25
Nour Shalaby,1447,28963,45.45
Malak Tawfik,832,28964,45.83
Habiba Shalaby,1231,28965,37.5
Hana Fahmy,520,28966,27.78
Hana Fahmy,987,28966,40
Karim Fouad,154,28967,33.33
Karim Fouad,345,28967,31.82
Karim Fouad,1370,28967,45.45
Omar Mansour,703,28968,41.67
Sara Elmasry,1152,28969,40
Omar Mahmoud,187,28970,41.67
Omar Mahmoud,1492,28970,40
Habiba Kamel,345,28971,18.18
Habiba Kamel,993,28971,31.82
Habiba Kamel,1250,28971,44.44
Habiba Mahmoud,868,28972,45
Habiba Mahmoud,1449,28972,29.17
Sherif Hassan,501,28973,44.44
Sherif Hassan,1384,28973,40.91
Walid Ali,116,28974,22.73
Walid Ali,1011,28974,38.89
Omar Hassan,1014,28975,33.33
Sara Fahmy,623,28976,35
Sara Fahmy,1024,28976,50
Sara Fahmy,1379,28976,41.67
Malak Gamal,1109,28977,36.36
Ali Shalaby,78,28978,45.83
Ali Shalaby,1499,28978,45.45
Ahmed Mahmoud,1318,28979,30
Sherif Kamel,453,28980,37.5
Sherif Kamel,528,28980,33.33
Sherif Kamel,1044,28980,38.89
Khaled Hassan,411,28981,45.83
Khaled Hassan,1147,28981,45.45
Khaled Hassan,1198,28981,38.89
Hana Adel,335,28982,37.5
Youssef Shalaby,83,28983,40.91
Youssef Shalaby,355,28983,22.22
Youssef Shalaby,650,28983,30
Amr Khalifa,391,28984,36.36
Amr Khalifa,1308,28984,40
Esraa Ali,142,28985,33.33
Esraa Ali,750,28985,40
Menna Gamal,35,28986,45.45
Menna Gamal,78,28986,41.67
Menna Gamal,224,28986,38.89
Sara Hassan,1045,28987,40.91
Mariam Hassan,15,28988,37.5
Mariam Hassan,492,28988,40
Mariam Hassan,686,28988,45
Esraa Elsayed,1414,28989,41.67
Nour Khalifa,869,28990,37.5
Nour Khalifa,1222,28990,33.33
Aya Khalifa,1114,28991,30
Aya Khalifa,1217,28991,33.33
Aya Khalifa,1463,28991,29.17
Ibrahim Mahmoud,595,28992,37.5
Ibrahim Mahmoud,1369,28992,45.83
Sara Khalifa,546,28993,45.83
Ibrahim Hassan,458,28994,33.33
Ibrahim Hassan,952,28994,33.33
Jana Elsayed,33,28995,40
Karim Tawfik,654,28996,31.82
Karim Tawfik,858,28996,29.17
Karim Tawfik,1296,28996,33.33
Khaled Fahmy,156,28997,27.78
Khaled Fahmy,199,28997,27.27
Khaled Fahmy,1151,28997,40.91
Sherif Mahmoud,925,28998,25
Ibrahim Kamel,1053,28999,33.33
Ibrahim Kamel,1373,28999,37.5
Walid Tawfik,446,29000,37.5
Khaled Hassan,530,29001,29.17
Ibrahim Shalaby,334,29002,45.45
Ibrahim Shalaby,1073,29002,44.44
Mahmoud Gamal,117,29003,38.89
Mahmoud Gamal,583,29003,38.89
Mahmoud Gamal,657,29003,37.5
Farah Samir,1413,29004,40
Farah Samir,1457,29004,31.82
Mariam Kamel,74,29005,40.91
Mariam Kamel,154,29005,38.89
Mariam Kamel,802,29005,41.67
Mostafa Fouad,139,29006,30
Mostafa Fouad,206,29006,33.33
Mostafa Fouad,265,29006,40.91
Youssef Mansour,274,29007,38.89
Youssef Mansour,566,29007,27.78
Youssef Mansour,1005,29007,45.45
Esraa Khalifa,562,29008,35
Esraa Khalifa,651,29008,50
Esraa Khalifa,830,29008,33.33
Malak Kamel,219,29009,40
Hassan Fahmy,688,29010,40.91
Farah Fahmy,876,29011,35
Khaled Mansour,121,29012,29.17
Khaled Mansour,1054,29012,45.45
Khaled Mansour,1435,29012,36.36
Esraa Samir,272,29013,35
Esraa Samir,800,29013,45.45
Farah Mansour,341,29014,22.22
Farah Mansour,349,29014,22.73
Farah Mansour,503,29014,45
Mostafa Hassan,1087,29015,36.36
Mostafa Hassan,1169,29015,33.33
Karim Tawfik,315,29016,44.44
Mahmoud Fahmy,158,29017,33.33
Mahmoud Fahmy,822,29017,45.45
Hassan Khalifa,53,29018,33.33
Hassan Khalifa,1019,29018,36.36
Amr Fahmy,1059,29019,30
Habiba Mansour,274,29020,38.89
Mahmoud Ali,452,29021,35
Khaled Kamel,766,29022,41.67
Khaled Kamel,1156,29022,18.18
Ibrahim Fouad,637,29023,37.5
Ibrahim Fouad,834,29023,45.83
Omar Mahmoud,217,29024,40.91
Omar Mahmoud,607,29024,50
Omar Mahmoud,1260,29024,38.89
Hassan Mahmoud,995,29025,38.89
Hassan Mahmoud,1443,29025,45.83
Hassan Mahmoud,1463,29025,37.5
Mohamed Mahmoud,556,29026,44.44
Mohamed Mahmoud,577,29026,27.27
Hana Mansour,1338,29027,25
Farah Elsayed,16,29028,37.5
Omar Tawfik,929,29029,50
Omar Tawfik,940,29029,27.78
Nour Mansour,514,29030,25
Tarek Adel,220,29031,40
Tarek Adel,1189,29031,37.5
Tarek Adel,1363,29031,33.33
Ali Gamal,175,29032,36.36
Ali Gamal,393,29032,41.67
Khaled Elmasry,150,29033,22.73
Khaled Elmasry,450,29033,35
Mahmoud Adel,100,29034,30
Mahmoud Adel,856,29034,40.91
Mahmoud Adel,1192,29034,36.36
Nour Fouad,1133,29035,40
Amr Hassan,114,29036,31.82
Hassan Elsayed,1254,29037,38.89
Habiba Ali,221,29038,33.33
Habiba Ali,1340,29038,44.44
Habiba Ali,1470,29038,35
Youssef Ali,1224,29039,40.91
Youssef Adel,711,29040,40
Youssef Adel,738,29040,45
Youssef Adel,1396,29040,37.5
Farah Kamel,341,29041,44.44
Farah Kamel,412,29041,35
Farah Kamel,1456,29041,44.44
Sherif Kamel,1087,29042,45.45
Mohamed Shalaby,214,29043,45.45
Walid Hassan,243,29044,29.17
Walid Hassan,871,29044,33.33
Walid Hassan,1163,29044,27.78
Mariam Samir,1331,29045,33.33
Mostafa Mansour,212,29046,40
Hana Samir,15,29047,37.5
Hana Samir,54,29047,33.33
Hana Samir,961,29047,25
Amr Fahmy,750,29048,40
Amr Fahmy,1395,29048,45
Sara Tawfik,1104,29049,36.36
Sara Tawfik,1268,29049,33.33
Sara Tawfik,1362,29049,37.5
Farah Mansour,927,29050,35
Farah Mansour,1339,29050,45.83
Tarek Mahmoud,529,29051,22.22
Tarek Mahmoud,1086,29051,40.91
Ahmed Elsayed,124,29052,33.33
Ahmed Elsayed,970,29052,38.89
Habiba Tawfik,732,29053,45
Habiba Tawfik,777,29053,30
Habiba Tawfik,1407,29053,50
Amr Ali,163,29054,33.33
Amr Ali,554,29054,50
Malak Kamel,1225,29055,36.36
Malak Kamel,1236,29055,45
Khaled Ali,7,29056,37.5
Khaled Ali,995,29056,33.33
Youssef Mansour,77,29057,36.36
Youssef Mansour,327,29057,36.36
Youssef Mansour,845,29057,33.33
Youssef Shalaby,454,29058,25
Youssef Shalaby,591,29058,31.82
Youssef Shalaby,1231,29058,41.67
Nada Kamel,736,29059,27.27
Walid Mahmoud,631,29060,35
Walid Mahmoud,1142,29060,41.67
Hassan Gamal,690,29061,40.91
Hassan Gamal,1164,29061,27.78
Karim Mansour,1455,29062,27.27
Mariam Mahmoud,674,29063,22.22
Mariam Mahmoud,910,29063,35
Mariam Mahmoud,1283,29063,27.27
Sara Fahmy,70,29064,37.5
Khaled Shalaby,889,29065,37.5
Mostafa Elmasry,1086,29066,36.36
Mostafa Elmasry,1189,29066,33.33
Ibrahim Kamel,586,29067,44.44
Karim Elmasry,885,29068,27.27
Karim Elmasry,1108,29068,38.89
Karim Elmasry,1282,29068,25
Ahmed Elmasry,157,29069,50
Ahmed Elmasry,230,29069,37.5
Ahmed Elmasry,1196,29069,38.89
Tarek Fouad,206,29070,37.5
Tarek Fouad,430,29070,33.33
Tarek Fouad,1224,29070,31.82
Khaled Ali,1271,29071,45.45
Salma Adel,539,29072,37.5
Sherif Tawfik,1244,29073,31.82
Mahmoud Kamel,139,29074,40
Mahmoud Kamel,229,29074,33.33
Mahmoud Kamel,862,29074,45.83
Malak Shalaby,450,29075,45
Malak Shalaby,573,29075,40.91
Malak Shalaby,968,29075,20.83
Karim Mahmoud,171,29076,25
Karim Mahmoud,608,29076,33.33
Aya Gamal,904,29077,44.44
Aya Gamal,1086,29077,40.91
Aya Gamal,1348,29077,35
Aya Khalifa,461,29078,40
Aya Khalifa,549,29078,40.91
Mohamed Fahmy,1212,29079,30
Farah Hassan,447,29080,40
Farah Hassan,878,29080,33.33
Amr Hassan,1318,29081,30
Tarek Ali,449,29082,36.36
Tarek Ali,669,29082,33.33
Menna Mansour,990,29083,44.44
Menna Mansour,1117,29083,30
Salma Elsayed,1200,29084,33.33
Salma Elsayed,1487,29084,38.89
Ali Elmasry,681,29085,29.17
Ibrahim Elsayed,251,29086,36.36
Ibrahim Elsayed,708,29086,29.17
Ibrahim Elsayed,1391,29086,50
Karim Ali,523,29087,36.36
Karim Ali,1211,29087,45.45
Mariam Mansour,939,29088,33.33
Mariam Mansour,1179,29088,38.89
Mariam Mansour,1395,29088,35
Omar Gamal,135,29089,35
Omar Gamal,1309,29089,41.67
Mariam Elsayed,43,29090,50
Esraa Elsayed,1032,29091,27.27
Esraa Elsayed,1228,29091,40
Mostafa Fouad,460,29092,41.67
Omar Elsayed,1057,29093,35
Yara Mansour,754,29094,27.27
Yara Mansour,1309,29094,37.5
Yara Mansour,1446,29094,40
Malak Elmasry,90,29095,38.89
Malak Elmasry,1050,29095,44.44
Malak Elmasry,1279,29095,27.78
Fatima Fouad,307,29096,33.33
Menna Adel,191,29097,36.36
Menna Adel,372,29097,27.78
Farah Mansour,7,29098,33.33
Farah Mansour,220,29098,30
Yara Samir,301,29099,44.44
Khaled Khalifa,616,29100,30
Mostafa Mansour,1043,29101,38.89
Mostafa Mansour,1055,29101,18.18
Mostafa Mansour,1096,29101,33.33
Khaled Elsayed,172,29102,27.27
Khaled Elsayed,851,29102,40
Khaled Elsayed,1020,29102,50
Mostafa Hassan,1160,29103,33.33
Mostafa Hassan,1273,29103,37.5
Mahmoud Ali,438,29104,27.78
Mahmoud Ali,783,29104,41.67
Mahmoud Ali,1325,29104,25
Menna Khalifa,272,29105,40
Menna Khalifa,1015,29105,20
Sherif Fahmy,635,29106,33.33
Ali Fahmy,1261,29107,31.82
Nour Shalaby,469,29108,33.33
Aya Mahmoud,225,29109,29.17
Aya Mahmoud,561,29109,45.45
Aya Mahmoud,968,29109,45.83
Sherif Mahmoud,312,29110,40
Sherif Mahmoud,543,29110,40
Sherif Mahmoud,957,29110,35
Aya Mansour,418,29111,27.27
Ahmed Fouad,1093,29112,33.33
Hassan Gamal,1406,29113,40
Farah Hassan,112,29114,31.82
Sherif Samir,953,29115,22.22
Khaled Elmasry,914,29116,27.27
Menna Mahmoud,330,29117,33.33
Menna Mahmoud,343,29117,33.33
Menna Mahmoud,688,29117,40.91
Hassan Elsayed,208,29118,36.36
Hassan Elsayed,388,29118,36.36
Hassan Elsayed,912,29118,40
Yara Adel,1136,29119,33.33
Yara Kamel,443,29120,35
Yara Kamel,839,29120,25
Yara Kamel,1319,29120,33.33
Sherif Samir,180,29121,41.67
Ahmed Shalaby,38,29122,41.67
Ahmed Shalaby,246,29122,31.82
Ahmed Shalaby,1161,29122,50
Ali Tawfik,391,29123,27.27
Malak Mansour,855,29124,27.78
Malak Mansour,1157,29125,40
Ali Tawfik,307,29126,33.33
Ali Tawfik,1196,29126,44.44
Ali Tawfik,1372,29126,45.83
Tarek Ali,76,29127,40
Tarek Ali,800,29127,45.45
Tarek Ali,968,29127,37.5
Hana Fahmy,388,29128,40.91
Hana Fahmy,822,29128,36.36
Hana Fahmy,916,29128,36.36
Khaled Shalaby,345,29129,40.91
Khaled Shalaby,378,29129,40
Mariam Ali,166,29130,30
Mariam Ali,541,29130,31.82
Ahmed Elsayed,975,29131,37.5
Mahmoud Shalaby,30,29132,33.33
